show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5037,Movie,Crimson Peak,Chloe Zhao,"Cate Blanchett, Natalie Portman",Japan,"April 20, 2017",2017,TV-G,173 min,"Horror, Anime Features, Teen TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5038,Movie,City of Lights,Martin Scorsese,"Natalie Portman, Zendaya, Anthony Mackie",Japan,"January 20, 2012",2012,TV-Y7,122 min,"Drama, Reality TV, Romantic Movies",A comedy that brilliantly captures the chaos and joy of modern family life.
s5039,TV Show,The Crown,Taika Waititi,"Brad Pitt, Florence Pugh, Zendaya",Denmark,"March 10, 2011",2011,NR,4 Seasons,"Teen TV Shows, Music & Musicals","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5040,Movie,Golden Hour,,"Tom Hanks, Leonardo DiCaprio, Lupita Nyong'o",Sweden,"May 16, 2020",2020,R,138 min,"Science & Nature TV, Teen TV Shows, Children & Family Movies","Set against the backdrop of history, a love story that transcends time and borders."
s5041,Movie,The Last Train,David Fincher,"Cate Blanchett, Ana de Armas, Lupita Nyong'o, Oscar Isaac, Tom Hanks",Brazil,"May 09, 2019",2019,TV-PG,81 min,Romantic Movies,A comedy that brilliantly captures the chaos and joy of modern family life.
s5042,Movie,Starfall,Christopher Nolan,"Florence Pugh, Zendaya, Leonardo DiCaprio",Australia,"March 11, 2015",2015,G,93 min,"Children & Family Movies, Action & Adventure",A detective with a troubled past investigates a series of mysterious disappearances.
s5043,TV Show,Bridgerton,Spike Lee,"Lupita Nyong'o, Anthony Mackie, Idris Elba, Leonardo DiCaprio",Germany,"May 12, 2012",2012,,2 Seasons,"Independent Movies, British TV Shows","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5044,Movie,Neon Dreams,Park Chan-wook,"Tom Hanks, Idris Elba, Leonardo DiCaprio",Germany,"March 10, 2007",2007,TV-G,144 min,"Children & Family Movies, Stand-Up Comedy, Thrillers",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5045,TV Show,Warrior Nun,,,Philippines,"April 17, 2005",2005,TV-MA,1 Season,"British TV Shows, Horror, Drama","When secrets from the past resurface, a family must confront the truth before it destroys them."
s2676,Movie,Ocean's Edge,Chloe Zhao,"Brad Pitt, Ryan Gosling, Anthony Mackie",Norway,"December 01, 2014",2014,NR,118 min,"Sports Movies, Children & Family Movies","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5046,Movie,Crimson Peak,Denis Villeneuve,"Meryl Streep, Brad Pitt, Denzel Washington, Viola Davis, Florence Pugh",Turkey,"January 07, 2020",2020,PG-13,133 min,"Action & Adventure, Independent Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5047,Movie,Fire & Ice 2,,,South Korea,"July 07, 2015",2015,PG,145 min,"Action & Adventure, Thrillers, Reality TV","Based on true events, this documentary exposes the hidden world behind the headlines."
s5048,Movie,Parallel Lives,Barry Jenkins,"Anthony Mackie, Lupita Nyong'o, Cate Blanchett",India,"June 24, 2009",2009,TV-PG,144 min,"Anime Features, Stand-Up Comedy","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5049,Movie,Shadow Protocol,,"Oscar Isaac, Florence Pugh, Idris Elba",Australia,"August 04, 2017",2017,PG,172 min,"Science & Nature TV, Stand-Up Comedy","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5050,TV Show,The Witcher,Ava DuVernay,"Brad Pitt, Leonardo DiCaprio, Meryl Streep",Philippines,"October 24, 2017",2017,G,1 Season,"Action & Adventure, International Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5051,TV Show,Altered Carbon,David Fincher,"Oscar Isaac, Florence Pugh",Mexico,"November 24, 2015",2015,TV-Y7,7 Seasons,Horror,"Based on true events, this documentary exposes the hidden world behind the headlines."
s5052,TV Show,Better Call Saul,Alfonso Cuarón,"Ryan Gosling, Lupita Nyong'o",Japan,"May 16, 2000",2000,TV-G,5 Seasons,"Documentaries, Music & Musicals, Teen TV Shows",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5053,Movie,Glass Houses 3,Steven Spielberg,"Florence Pugh, Ana de Armas, Natalie Portman",Germany,"December 18, 2018",2018,TV-PG,121 min,Music & Musicals,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5054,Movie,Starfall,,"Viola Davis, Florence Pugh, Ryan Gosling, Oscar Isaac",Norway,"November 12, 2015",2015,,112 min,"International Movies, Drama, Children & Family Movies",A comedy that brilliantly captures the chaos and joy of modern family life.
s1453,Movie,The Ghost Network,Jordan Peele,"Leonardo DiCaprio, Florence Pugh, Cate Blanchett, Brad Pitt, Meryl Streep",Australia,"June 11, 2020",2020,G,104 min,"Thrillers, Reality TV",A comedy that brilliantly captures the chaos and joy of modern family life.
s5055,Movie,Dark Waters,,"Brad Pitt, Tom Hanks",Thailand,"June 03, 2010",2010,R,136 min,Stand-Up Comedy,A detective with a troubled past investigates a series of mysterious disappearances.
s5056,Movie,Crimson Peak,,"Cate Blanchett, Tom Hanks",Turkey,"August 06, 2022",2022,NR,159 min,"Thrillers, Drama","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5057,Movie,A Beautiful Mind,Denis Villeneuve,"Ryan Gosling, Anthony Mackie, Tom Hanks",Denmark,"May 18, 2019",2019,R,133 min,"Science & Nature TV, Anime Features","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5058,Movie,The Last Dance 4,,"Cate Blanchett, Viola Davis, Ryan Gosling, Oscar Isaac",Philippines,"May 10, 2007",2007,UR,162 min,Romantic Movies,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5059,Movie,Ocean's Edge 4,Ava DuVernay,"Meryl Streep, Oscar Isaac, Cate Blanchett, Brad Pitt, Florence Pugh",Japan,"February 14, 2016",2016,UR,91 min,"Reality TV, Horror","Set against the backdrop of history, a love story that transcends time and borders."
s5060,TV Show,On My Block,,,India,"March 12, 2022",2022,TV-Y,5 Seasons,"Korean TV Shows, Documentaries",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5061,TV Show,The Umbrella Academy,Christopher Nolan,"Oscar Isaac, Anthony Mackie, Denzel Washington",Sweden,"July 05, 2016",2016,NR,7 Seasons,"Children & Family Movies, International Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5062,Movie,City of Lights,Barry Jenkins,"Oscar Isaac, Meryl Streep, Florence Pugh, Anthony Mackie",,"September 21, 2002",2002,R,94 min,Comedy,Five strangers are brought together by fate in a city that never sleeps.
s5063,TV Show,House of Cards,Bong Joon-ho,"Brad Pitt, Ryan Gosling, Denzel Washington, Viola Davis, Tom Hanks",Denmark,"June 13, 2000",2000,PG,3 Seasons,"Teen TV Shows, International Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5064,TV Show,Emily in Paris,,"Natalie Portman, Brad Pitt",Thailand,"January 05, 2010",2010,TV-MA,6 Seasons,Anime Features,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5065,Movie,Hollow Ground,Christopher Nolan,"Oscar Isaac, Lupita Nyong'o, Brad Pitt, Cate Blanchett",Turkey,"February 17, 2010",2010,TV-PG,139 min,Independent Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5066,Movie,Code Red,Park Chan-wook,"Leonardo DiCaprio, Meryl Streep, Natalie Portman, Florence Pugh, Viola Davis",Italy,"December 15, 2019",2019,PG-13,143 min,Teen TV Shows,A comedy that brilliantly captures the chaos and joy of modern family life.
s5067,Movie,A Beautiful Mind,Guillermo del Toro,"Ryan Gosling, Brad Pitt",Thailand,"June 16, 2016",2016,PG,130 min,"Children & Family Movies, Science & Nature TV","Set against the backdrop of history, a love story that transcends time and borders."
s5068,Movie,The Last Train,,"Florence Pugh, Meryl Streep, Anthony Mackie",France,"June 18, 2008",2008,TV-G,70 min,"Sports Movies, Children & Family Movies, Horror",Five strangers are brought together by fate in a city that never sleeps.
s5069,Movie,Silent Storm,Christopher Nolan,"Meryl Streep, Natalie Portman, Anthony Mackie, Brad Pitt, Tom Hanks",Indonesia,"August 19, 2019",2019,R,98 min,"Korean TV Shows, Independent Movies, Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5070,TV Show,Black Mirror,,"Viola Davis, Meryl Streep, Cate Blanchett, Lupita Nyong'o",Denmark,"June 19, 2020",2020,TV-G,6 Seasons,Music & Musicals,A detective with a troubled past investigates a series of mysterious disappearances.
s5071,Movie,Golden Hour,,"Idris Elba, Viola Davis, Lupita Nyong'o, Zendaya",Brazil,"December 05, 2021",2021,TV-MA,129 min,"Documentaries, Action & Adventure, Science & Nature TV","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5072,TV Show,Dark,,"Cate Blanchett, Lupita Nyong'o, Viola Davis",South Korea,"March 08, 2012",2012,TV-MA,7 Seasons,"Reality TV, Documentaries, Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5073,Movie,Velvet Underground,Steven Spielberg,"Tom Hanks, Leonardo DiCaprio, Florence Pugh",United Kingdom,"November 23, 2022",2022,NC-17,82 min,"Crime TV Shows, Sports Movies, Teen TV Shows",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5074,Movie,Hollow Ground,Wes Anderson,"Leonardo DiCaprio, Denzel Washington",India,"March 07, 2022",2022,UR,80 min,"Stand-Up Comedy, Korean TV Shows",Five strangers are brought together by fate in a city that never sleeps.
s5075,TV Show,On My Block,Barry Jenkins,"Denzel Washington, Ana de Armas",,"December 09, 2017",2017,UR,1 Season,"International Movies, Stand-Up Comedy, Reality TV",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5076,Movie,A Beautiful Mind,Jordan Peele,"Leonardo DiCaprio, Oscar Isaac, Meryl Streep",Mexico,"June 10, 2016",2016,G,131 min,Horror,A detective with a troubled past investigates a series of mysterious disappearances.
s5077,TV Show,Emily in Paris,Steven Spielberg,"Zendaya, Leonardo DiCaprio, Brad Pitt, Cate Blanchett, Tom Hanks",Indonesia,,2018,G,6 Seasons,Documentaries,"Set against the backdrop of history, a love story that transcends time and borders."
s2379,Movie,Broken Wings,Greta Gerwig,"Meryl Streep, Oscar Isaac, Leonardo DiCaprio",Spain,"June 24, 2019",2019,,147 min,Independent Movies,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5078,TV Show,The Circle,Bong Joon-ho,"Anthony Mackie, Ana de Armas, Meryl Streep",Nigeria,,2016,TV-G,4 Seasons,"Horror, International Movies, Teen TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5079,TV Show,Better Call Saul,David Fincher,"Oscar Isaac, Cate Blanchett",United Kingdom,"April 17, 2022",2022,TV-PG,4 Seasons,Science & Nature TV,A comedy that brilliantly captures the chaos and joy of modern family life.
s5080,TV Show,Locke & Key,Taika Waititi,"Natalie Portman, Leonardo DiCaprio, Brad Pitt, Oscar Isaac, Ana de Armas",Canada,"July 01, 2009",2009,TV-14,8 Seasons,"Children & Family Movies, Horror",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5081,Movie,Paper Trail,Wes Anderson,"Leonardo DiCaprio, Zendaya, Viola Davis",Brazil,"January 11, 2019",2019,TV-14,120 min,Sports Movies,"Set against the backdrop of history, a love story that transcends time and borders."
s5082,TV Show,Mindhunter,Bong Joon-ho,"Brad Pitt, Florence Pugh, Tom Hanks, Viola Davis",Spain,,2017,NR,2 Seasons,"Documentaries, International Movies, Romantic Movies",A comedy that brilliantly captures the chaos and joy of modern family life.
s5083,Movie,The Phoenix Project 3,Park Chan-wook,"Lupita Nyong'o, Anthony Mackie, Meryl Streep, Zendaya, Florence Pugh",Canada,"March 13, 2009",2009,TV-14,90 min,"Crime TV Shows, Romantic Movies, Horror","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5084,Movie,Glass Houses 4,Chloe Zhao,"Oscar Isaac, Meryl Streep, Ana de Armas",Nigeria,"February 19, 2015",2015,TV-14,139 min,"International Movies, Music & Musicals","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5085,Movie,Dark Waters 3,Park Chan-wook,"Lupita Nyong'o, Ryan Gosling, Meryl Streep, Ana de Armas, Tom Hanks",Norway,,2012,UR,150 min,"Thrillers, Music & Musicals, Documentaries","Set against the backdrop of history, a love story that transcends time and borders."
s5086,Movie,Golden Hour,,"Leonardo DiCaprio, Tom Hanks, Brad Pitt",Norway,"February 06, 2018",2018,R,162 min,Korean TV Shows,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5087,TV Show,You,Wes Anderson,"Zendaya, Natalie Portman",Brazil,"March 25, 2008",2008,UR,8 Seasons,Teen TV Shows,"Based on true events, this documentary exposes the hidden world behind the headlines."
s5088,TV Show,Locke & Key,Christopher Nolan,"Tom Hanks, Brad Pitt",Philippines,"January 15, 2017",2017,,6 Seasons,Comedy,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s5089,TV Show,Dark,Denis Villeneuve,"Anthony Mackie, Lupita Nyong'o, Idris Elba, Ryan Gosling, Cate Blanchett",Australia,"December 01, 2020",2020,NR,2 Seasons,Action & Adventure,A detective with a troubled past investigates a series of mysterious disappearances.
s5090,Movie,The Silent House,Kathryn Bigelow,"Viola Davis, Brad Pitt, Lupita Nyong'o",Australia,"May 25, 2012",2012,PG,130 min,"Sports Movies, International Movies, Reality TV","Set against the backdrop of history, a love story that transcends time and borders."
s5091,TV Show,On My Block,Sofia Coppola,"Viola Davis, Cate Blanchett",Argentina,"August 26, 2003",2003,NR,6 Seasons,"Horror, Drama",Five strangers are brought together by fate in a city that never sleeps.
s5092,Movie,The Last Dance 2,Jordan Peele,"Meryl Streep, Brad Pitt, Anthony Mackie, Tom Hanks, Natalie Portman",Italy,,2018,UR,154 min,"Reality TV, British TV Shows, Horror","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5093,Movie,Hollow Ground,,"Zendaya, Tom Hanks, Idris Elba, Meryl Streep, Brad Pitt",,"April 27, 2018",2018,TV-PG,123 min,"Action & Adventure, Reality TV","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5094,Movie,Neon Dreams,Kathryn Bigelow,"Ryan Gosling, Tom Hanks, Viola Davis, Oscar Isaac",Australia,"August 02, 2020",2020,UR,132 min,Music & Musicals,"Set against the backdrop of history, a love story that transcends time and borders."
s5095,Movie,Paper Trail,Guillermo del Toro,"Brad Pitt, Viola Davis",Norway,"November 26, 2002",2002,PG,166 min,"Teen TV Shows, Music & Musicals, Drama","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5096,Movie,A Beautiful Mind 3,Spike Lee,"Zendaya, Idris Elba, Oscar Isaac, Tom Hanks, Anthony Mackie",Brazil,"November 21, 2015",2015,UR,83 min,"Music & Musicals, Crime TV Shows",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5097,TV Show,Bridgerton,Ava DuVernay,"Ana de Armas, Meryl Streep, Denzel Washington, Tom Hanks, Oscar Isaac",Thailand,,2014,NC-17,2 Seasons,"Stand-Up Comedy, Thrillers, Horror",A comedy that brilliantly captures the chaos and joy of modern family life.
s5098,TV Show,Stranger Things,Martin Scorsese,"Oscar Isaac, Meryl Streep, Viola Davis, Denzel Washington",South Korea,"September 27, 2022",2022,TV-Y7,5 Seasons,"Comedy, Teen TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5099,Movie,Silent Storm,Barry Jenkins,"Meryl Streep, Natalie Portman, Brad Pitt",Japan,"October 05, 2017",2017,TV-Y7,124 min,"Music & Musicals, Romantic Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5100,TV Show,Never Have I Ever,Kathryn Bigelow,"Oscar Isaac, Viola Davis, Idris Elba, Ryan Gosling, Anthony Mackie",Germany,"October 01, 2021",2021,TV-MA,6 Seasons,"Stand-Up Comedy, Crime TV Shows, Comedy","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5101,Movie,Shattered Mirror 4,Jordan Peele,"Leonardo DiCaprio, Tom Hanks, Natalie Portman, Lupita Nyong'o, Ana de Armas",Mexico,"February 19, 2020",2020,TV-14,163 min,"Thrillers, Sports Movies, Drama",A comedy that brilliantly captures the chaos and joy of modern family life.
s5102,Movie,Starfall,Ava DuVernay,"Meryl Streep, Ryan Gosling, Anthony Mackie, Brad Pitt, Cate Blanchett",Indonesia,"April 02, 2022",2022,NR,80 min,Stand-Up Comedy,"Based on true events, this documentary exposes the hidden world behind the headlines."
s5103,TV Show,Jupiter's Legacy,Sofia Coppola,"Natalie Portman, Viola Davis, Idris Elba, Denzel Washington, Brad Pitt",,"October 21, 2014",2014,PG,5 Seasons,"Anime Features, Action & Adventure, Documentaries","Set against the backdrop of history, a love story that transcends time and borders."
s5104,TV Show,Control Z,Denis Villeneuve,"Natalie Portman, Ryan Gosling, Lupita Nyong'o",Germany,"February 24, 2018",2018,TV-Y7,2 Seasons,Independent Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5105,Movie,Parallel Lives,Spike Lee,"Cate Blanchett, Denzel Washington, Oscar Isaac",Thailand,"July 05, 2018",2018,TV-G,173 min,"Independent Movies, Music & Musicals, Horror",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5106,Movie,The Redemption Arc,Guillermo del Toro,"Ana de Armas, Lupita Nyong'o, Ryan Gosling, Denzel Washington, Cate Blanchett",India,"August 15, 2009",2009,TV-Y7,130 min,Teen TV Shows,A comedy that brilliantly captures the chaos and joy of modern family life.
s5107,Movie,Paper Trail,David Fincher,"Natalie Portman, Meryl Streep, Ana de Armas",Nigeria,"March 27, 2005",2005,TV-Y,140 min,"British TV Shows, Korean TV Shows, Action & Adventure",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5108,TV Show,Sweet Tooth,Steven Spielberg,"Zendaya, Ryan Gosling, Natalie Portman, Meryl Streep, Anthony Mackie",Turkey,"August 16, 2015",2015,TV-PG,8 Seasons,"Crime TV Shows, Children & Family Movies","Set against the backdrop of history, a love story that transcends time and borders."
s5109,Movie,Quantum Leap,Wes Anderson,"Idris Elba, Zendaya, Florence Pugh",United Kingdom,"December 06, 2015",2015,PG,71 min,"Horror, Children & Family Movies, Thrillers",A detective with a troubled past investigates a series of mysterious disappearances.
s5110,Movie,Raw Power,Spike Lee,"Viola Davis, Leonardo DiCaprio, Florence Pugh",South Korea,"June 25, 2017",2017,TV-Y,88 min,"Teen TV Shows, Science & Nature TV, Crime TV Shows",Five strangers are brought together by fate in a city that never sleeps.
s5111,TV Show,Stranger Things,Greta Gerwig,"Florence Pugh, Cate Blanchett",Philippines,"May 04, 2020",2020,UR,3 Seasons,"Korean TV Shows, Romantic Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5112,TV Show,Never Have I Ever,Denis Villeneuve,"Viola Davis, Idris Elba",France,"March 23, 2014",2014,UR,3 Seasons,"Action & Adventure, Thrillers","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5113,Movie,Steel Hearts,,"Anthony Mackie, Tom Hanks, Natalie Portman, Brad Pitt, Idris Elba",Indonesia,"September 10, 2015",2015,NC-17,99 min,"Children & Family Movies, Comedy, Action & Adventure","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5114,Movie,Fire & Ice,Kathryn Bigelow,"Idris Elba, Lupita Nyong'o, Anthony Mackie, Cate Blanchett",Italy,"February 28, 2019",2019,,174 min,"Documentaries, Children & Family Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5115,Movie,Golden Hour,,"Lupita Nyong'o, Natalie Portman, Ryan Gosling, Cate Blanchett",South Korea,"September 24, 2015",2015,TV-PG,104 min,International Movies,"Set against the backdrop of history, a love story that transcends time and borders."
s5116,TV Show,Money Heist,Spike Lee,"Denzel Washington, Meryl Streep",Norway,"July 19, 2013",2013,TV-Y,1 Season,Korean TV Shows,"Based on true events, this documentary exposes the hidden world behind the headlines."
s5117,TV Show,Sweet Tooth,Barry Jenkins,"Oscar Isaac, Anthony Mackie, Viola Davis",Norway,"April 23, 2021",2021,NC-17,5 Seasons,"Anime Features, Drama","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5118,Movie,Fire & Ice 4,Martin Scorsese,"Ryan Gosling, Cate Blanchett, Denzel Washington, Brad Pitt",India,"April 13, 2011",2011,TV-14,169 min,Sports Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5119,TV Show,Outer Banks,,"Viola Davis, Natalie Portman, Meryl Streep",Norway,,2022,PG-13,1 Season,"Science & Nature TV, Drama, International Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s5120,Movie,Steel Hearts,Alfonso Cuarón,"Florence Pugh, Meryl Streep, Idris Elba, Oscar Isaac",Australia,"June 21, 2015",2015,NR,105 min,"Korean TV Shows, Romantic Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5121,TV Show,Ozark,Christopher Nolan,"Anthony Mackie, Natalie Portman, Denzel Washington, Ryan Gosling, Leonardo DiCaprio",Mexico,"September 25, 2020",2020,NC-17,2 Seasons,"Horror, British TV Shows, Comedy","Based on true events, this documentary exposes the hidden world behind the headlines."
s5122,Movie,Broken Wings 3,Sofia Coppola,"Zendaya, Cate Blanchett",Argentina,"April 17, 2020",2020,TV-Y,96 min,"Thrillers, Children & Family Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s5123,Movie,Dark Waters,Spike Lee,"Florence Pugh, Viola Davis, Anthony Mackie, Natalie Portman, Oscar Isaac",Germany,"April 02, 2013",2013,NC-17,105 min,"International Movies, Horror, Documentaries",A detective with a troubled past investigates a series of mysterious disappearances.
s5124,Movie,Steel Hearts,Sofia Coppola,"Natalie Portman, Cate Blanchett, Denzel Washington, Leonardo DiCaprio",United States,"November 11, 2021",2021,NR,72 min,Thrillers,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5125,Movie,Neon Dreams,Jordan Peele,"Denzel Washington, Tom Hanks, Zendaya, Meryl Streep",Germany,"December 08, 2018",2018,R,107 min,Stand-Up Comedy,A comedy that brilliantly captures the chaos and joy of modern family life.
s5126,TV Show,Dark,Spike Lee,"Brad Pitt, Lupita Nyong'o",Canada,"June 05, 2021",2021,G,2 Seasons,"Science & Nature TV, Horror, Reality TV","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5127,Movie,City of Lights,Martin Scorsese,"Brad Pitt, Cate Blanchett, Ana de Armas",Sweden,"April 05, 2009",2009,TV-MA,139 min,Independent Movies,"Based on true events, this documentary exposes the hidden world behind the headlines."
s5128,Movie,Neon Dreams,Alfonso Cuarón,"Leonardo DiCaprio, Lupita Nyong'o, Ryan Gosling, Anthony Mackie",Denmark,"June 14, 2016",2016,NC-17,87 min,"Anime Features, Romantic Movies, Crime TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.
s3550,Movie,Raw Power,,"Viola Davis, Leonardo DiCaprio, Meryl Streep, Florence Pugh, Zendaya",Norway,"October 02, 2019",2019,G,79 min,"Science & Nature TV, Children & Family Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s5129,Movie,Broken Wings,Jordan Peele,"Oscar Isaac, Florence Pugh",Indonesia,"February 24, 2020",2020,,168 min,"Documentaries, Anime Features","Set against the backdrop of history, a love story that transcends time and borders."
s5130,TV Show,Never Have I Ever,Martin Scorsese,"Florence Pugh, Idris Elba, Leonardo DiCaprio",France,"October 02, 2021",2021,PG,6 Seasons,"International Movies, Independent Movies, Children & Family Movies","Set against the backdrop of history, a love story that transcends time and borders."
s5131,TV Show,Sweet Tooth,Denis Villeneuve,"Cate Blanchett, Florence Pugh, Ryan Gosling, Oscar Isaac",Spain,"November 21, 2016",2016,TV-Y,3 Seasons,Romantic Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5132,Movie,The Final Frontier 2,David Fincher,"Lupita Nyong'o, Viola Davis, Zendaya, Cate Blanchett",Turkey,"April 02, 2015",2015,TV-G,148 min,Anime Features,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5133,Movie,Quantum Leap,Barry Jenkins,"Florence Pugh, Ana de Armas, Cate Blanchett",Brazil,"January 11, 2009",2009,TV-G,66 min,"Horror, Reality TV, Comedy","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5134,Movie,The Redemption Arc,Ava DuVernay,"Ana de Armas, Lupita Nyong'o",Japan,"November 20, 2012",2012,TV-Y,171 min,"Independent Movies, Reality TV","Set against the backdrop of history, a love story that transcends time and borders."
s5135,Movie,The Last Dance 4,,"Oscar Isaac, Denzel Washington",,,2019,TV-G,117 min,Reality TV,A detective with a troubled past investigates a series of mysterious disappearances.
s5136,TV Show,Dark,Taika Waititi,"Brad Pitt, Lupita Nyong'o, Idris Elba, Denzel Washington",United Kingdom,"August 04, 2013",2013,PG,4 Seasons,Thrillers,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5137,Movie,A Beautiful Mind,David Fincher,"Denzel Washington, Lupita Nyong'o, Anthony Mackie, Meryl Streep, Ana de Armas",Denmark,"September 11, 2005",2005,PG,116 min,"Science & Nature TV, Anime Features","Set against the backdrop of history, a love story that transcends time and borders."
s5138,Movie,Quantum Leap,Sofia Coppola,"Denzel Washington, Tom Hanks, Leonardo DiCaprio, Ana de Armas, Florence Pugh",Sweden,"May 25, 2016",2016,TV-Y,152 min,"Documentaries, Crime TV Shows, Horror",A comedy that brilliantly captures the chaos and joy of modern family life.
s5139,Movie,Broken Wings,,"Florence Pugh, Anthony Mackie, Zendaya",Nigeria,"May 04, 2018",2018,G,151 min,Horror,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5140,Movie,Desert Rain,Park Chan-wook,"Idris Elba, Oscar Isaac, Zendaya, Brad Pitt",France,"February 09, 2015",2015,TV-Y7,84 min,"Sports Movies, Science & Nature TV, Music & Musicals",A detective with a troubled past investigates a series of mysterious disappearances.
s5141,Movie,Ocean's Edge,Greta Gerwig,"Ana de Armas, Meryl Streep, Idris Elba",,"December 24, 2017",2017,PG,141 min,"Children & Family Movies, Romantic Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5142,TV Show,Warrior Nun,Christopher Nolan,"Anthony Mackie, Ana de Armas, Lupita Nyong'o",,"October 02, 2021",2021,TV-14,6 Seasons,"Science & Nature TV, Children & Family Movies, Stand-Up Comedy",Five strangers are brought together by fate in a city that never sleeps.
s5143,Movie,Midnight in Paris 3,Greta Gerwig,"Oscar Isaac, Natalie Portman, Leonardo DiCaprio, Florence Pugh",Sweden,,2015,NR,165 min,"Science & Nature TV, Anime Features, Sports Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s5144,Movie,Frozen in Time,Martin Scorsese,"Oscar Isaac, Brad Pitt, Florence Pugh, Viola Davis, Ana de Armas",Argentina,"November 08, 2018",2018,TV-MA,165 min,"Crime TV Shows, Thrillers","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5145,Movie,The Iron Curtain,Ava DuVernay,"Ana de Armas, Brad Pitt, Meryl Streep",Australia,"January 09, 2016",2016,TV-G,73 min,"Documentaries, Children & Family Movies","Set against the backdrop of history, a love story that transcends time and borders."
s5146,Movie,Velvet Underground,,"Florence Pugh, Ana de Armas, Natalie Portman, Tom Hanks, Denzel Washington",India,"February 14, 2018",2018,UR,171 min,"Action & Adventure, International Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5147,Movie,Midnight in Paris,Spike Lee,"Idris Elba, Tom Hanks, Anthony Mackie",United States,"July 13, 2018",2018,,103 min,"Sports Movies, Action & Adventure, Teen TV Shows",A comedy that brilliantly captures the chaos and joy of modern family life.
