show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,added_year,added_month,added_month_name,duration_minutes,duration_seasons,genre_count,primary_genre,content_age_years,content_age_group,audience_segment
s5068,Movie,The Last Train,Unknown,"Florence Pugh, Meryl Streep, Anthony Mackie",France,"June 18, 2008",2008,TV-G,70 min,"Sports Movies, Children & Family Movies, Horror",Five strangers are brought together by fate in a city that never sleeps.,2008,6,Jun,70,,3,Sports Movies,15,Classic (11-20y),Family
s5069,Movie,Silent Storm,Christopher Nolan,"Meryl Streep, Natalie Portman, Anthony Mackie, Brad Pitt, Tom Hanks",Indonesia,"August 19, 2019",2019,R,98 min,"Korean TV Shows, Independent Movies, Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2019,8,Aug,98,,3,Korean TV Shows,4,Recent (3-5y),Adults
s5070,TV Show,Black Mirror,Unknown,"Viola Davis, Meryl Streep, Cate Blanchett, Lupita Nyong'o",Denmark,"June 19, 2020",2020,TV-G,6 Seasons,Music & Musicals,A detective with a troubled past investigates a series of mysterious disappearances.,2020,6,Jun,,6,1,Music & Musicals,3,Recent (3-5y),Family
s5071,Movie,Golden Hour,Unknown,"Idris Elba, Viola Davis, Lupita Nyong'o, Zendaya",Brazil,"December 05, 2021",2021,TV-MA,129 min,"Documentaries, Action & Adventure, Science & Nature TV","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2021,12,Dec,129,,3,Documentaries,2,Very Recent (0-2y),Adults
s5072,TV Show,Dark,Unknown,"Cate Blanchett, Lupita Nyong'o, Viola Davis",South Korea,"March 08, 2012",2012,TV-MA,7 Seasons,"Reality TV, Documentaries, Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2012,3,Mar,,7,3,Reality TV,11,Classic (11-20y),Adults
s5073,Movie,Velvet Underground,Steven Spielberg,"Tom Hanks, Leonardo DiCaprio, Florence Pugh",United Kingdom,"November 23, 2022",2022,NC-17,82 min,"Crime TV Shows, Sports Movies, Teen TV Shows",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2022,11,Nov,82,,3,Crime TV Shows,1,Very Recent (0-2y),Adults
s5074,Movie,Hollow Ground,Wes Anderson,"Leonardo DiCaprio, Denzel Washington",India,"March 07, 2022",2022,UR,80 min,"Stand-Up Comedy, Korean TV Shows",Five strangers are brought together by fate in a city that never sleeps.,2022,3,Mar,80,,2,Stand-Up Comedy,1,Very Recent (0-2y),Unrated
s5075,TV Show,On My Block,Barry Jenkins,"Denzel Washington, Ana de Armas",Unknown,"December 09, 2017",2017,UR,1 Season,"International Movies, Stand-Up Comedy, Reality TV",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2017,12,Dec,,1,3,International Movies,6,Moderate (6-10y),Unrated
s5076,Movie,A Beautiful Mind,Jordan Peele,"Leonardo DiCaprio, Oscar Isaac, Meryl Streep",Mexico,"June 10, 2016",2016,G,131 min,Horror,A detective with a troubled past investigates a series of mysterious disappearances.,2016,6,Jun,131,,1,Horror,7,Moderate (6-10y),Kids
s5077,TV Show,Emily in Paris,Steven Spielberg,"Zendaya, Leonardo DiCaprio, Brad Pitt, Cate Blanchett, Tom Hanks",Indonesia,Not Available,2018,G,6 Seasons,Documentaries,"Set against the backdrop of history, a love story that transcends time and borders.",,,,,6,1,Documentaries,5,Recent (3-5y),Kids
s5078,TV Show,The Circle,Bong Joon-ho,"Anthony Mackie, Ana de Armas, Meryl Streep",Nigeria,Not Available,2016,TV-G,4 Seasons,"Horror, International Movies, Teen TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents.",,,,,4,3,Horror,7,Moderate (6-10y),Family
s5079,TV Show,Better Call Saul,David Fincher,"Oscar Isaac, Cate Blanchett",United Kingdom,"April 17, 2022",2022,TV-PG,4 Seasons,Science & Nature TV,A comedy that brilliantly captures the chaos and joy of modern family life.,2022,4,Apr,,4,1,Science & Nature TV,1,Very Recent (0-2y),Family
s5080,TV Show,Locke & Key,Taika Waititi,"Natalie Portman, Leonardo DiCaprio, Brad Pitt, Oscar Isaac, Ana de Armas",Canada,"July 01, 2009",2009,TV-14,8 Seasons,"Children & Family Movies, Horror",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2009,7,Jul,,8,2,Children & Family Movies,14,Classic (11-20y),Teens
s5081,Movie,Paper Trail,Wes Anderson,"Leonardo DiCaprio, Zendaya, Viola Davis",Brazil,"January 11, 2019",2019,TV-14,120 min,Sports Movies,"Set against the backdrop of history, a love story that transcends time and borders.",2019,1,Jan,120,,1,Sports Movies,4,Recent (3-5y),Teens
s5082,TV Show,Mindhunter,Bong Joon-ho,"Brad Pitt, Florence Pugh, Tom Hanks, Viola Davis",Spain,Not Available,2017,NR,2 Seasons,"Documentaries, International Movies, Romantic Movies",A comedy that brilliantly captures the chaos and joy of modern family life.,,,,,2,3,Documentaries,6,Moderate (6-10y),Unrated
s5083,Movie,The Phoenix Project 3,Park Chan-wook,"Lupita Nyong'o, Anthony Mackie, Meryl Streep, Zendaya, Florence Pugh",Canada,"March 13, 2009",2009,TV-14,90 min,"Crime TV Shows, Romantic Movies, Horror","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2009,3,Mar,90,,3,Crime TV Shows,14,Classic (11-20y),Teens
s5084,Movie,Glass Houses 4,Chloe Zhao,"Oscar Isaac, Meryl Streep, Ana de Armas",Nigeria,"February 19, 2015",2015,TV-14,139 min,"International Movies, Music & Musicals","When secrets from the past resurface, a family must confront the truth before it destroys them.",2015,2,Feb,139,,2,International Movies,8,Moderate (6-10y),Teens
s5085,Movie,Dark Waters 3,Park Chan-wook,"Lupita Nyong'o, Ryan Gosling, Meryl Streep, Ana de Armas, Tom Hanks",Norway,Not Available,2012,UR,150 min,"Thrillers, Music & Musicals, Documentaries","Set against the backdrop of history, a love story that transcends time and borders.",,,,150,,3,Thrillers,11,Classic (11-20y),Unrated
s5086,Movie,Golden Hour,Unknown,"Leonardo DiCaprio, Tom Hanks, Brad Pitt",Norway,"February 06, 2018",2018,R,162 min,Korean TV Shows,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2018,2,Feb,162,,1,Korean TV Shows,5,Recent (3-5y),Adults
s5087,TV Show,You,Wes Anderson,"Zendaya, Natalie Portman",Brazil,"March 25, 2008",2008,UR,8 Seasons,Teen TV Shows,"Based on true events, this documentary exposes the hidden world behind the headlines.",2008,3,Mar,,8,1,Teen TV Shows,15,Classic (11-20y),Unrated
s5088,TV Show,Locke & Key,Christopher Nolan,"Tom Hanks, Brad Pitt",Philippines,"January 15, 2017",2017,PG-13,6 Seasons,Comedy,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2017,1,Jan,,6,1,Comedy,6,Moderate (6-10y),Teens
s5089,TV Show,Dark,Denis Villeneuve,"Anthony Mackie, Lupita Nyong'o, Idris Elba, Ryan Gosling, Cate Blanchett",Australia,"December 01, 2020",2020,NR,2 Seasons,Action & Adventure,A detective with a troubled past investigates a series of mysterious disappearances.,2020,12,Dec,,2,1,Action & Adventure,3,Recent (3-5y),Unrated
s5090,Movie,The Silent House,Kathryn Bigelow,"Viola Davis, Brad Pitt, Lupita Nyong'o",Australia,"May 25, 2012",2012,PG,130 min,"Sports Movies, International Movies, Reality TV","Set against the backdrop of history, a love story that transcends time and borders.",2012,5,May,130,,3,Sports Movies,11,Classic (11-20y),Family
s5091,TV Show,On My Block,Sofia Coppola,"Viola Davis, Cate Blanchett",Argentina,"August 26, 2003",2003,NR,6 Seasons,"Horror, Drama",Five strangers are brought together by fate in a city that never sleeps.,2003,8,Aug,,6,2,Horror,20,Classic (11-20y),Unrated
s5092,Movie,The Last Dance 2,Jordan Peele,"Meryl Streep, Brad Pitt, Anthony Mackie, Tom Hanks, Natalie Portman",Italy,Not Available,2018,UR,154 min,"Reality TV, British TV Shows, Horror","When secrets from the past resurface, a family must confront the truth before it destroys them.",,,,154,,3,Reality TV,5,Recent (3-5y),Unrated
s5093,Movie,Hollow Ground,Unknown,"Zendaya, Tom Hanks, Idris Elba, Meryl Streep, Brad Pitt",Unknown,"April 27, 2018",2018,TV-PG,123 min,"Action & Adventure, Reality TV","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2018,4,Apr,123,,2,Action & Adventure,5,Recent (3-5y),Family
s5094,Movie,Neon Dreams,Kathryn Bigelow,"Ryan Gosling, Tom Hanks, Viola Davis, Oscar Isaac",Australia,"August 02, 2020",2020,UR,132 min,Music & Musicals,"Set against the backdrop of history, a love story that transcends time and borders.",2020,8,Aug,132,,1,Music & Musicals,3,Recent (3-5y),Unrated
s5095,Movie,Paper Trail,Guillermo del Toro,"Brad Pitt, Viola Davis",Norway,"November 26, 2002",2002,PG,166 min,"Teen TV Shows, Music & Musicals, Drama","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2002,11,Nov,166,,3,Teen TV Shows,21,Vintage (20y+),Family
s5096,Movie,A Beautiful Mind 3,Spike Lee,"Zendaya, Idris Elba, Oscar Isaac, Tom Hanks, Anthony Mackie",Brazil,"November 21, 2015",2015,UR,83 min,"Music & Musicals, Crime TV Shows",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2015,11,Nov,83,,2,Music & Musicals,8,Moderate (6-10y),Unrated
s5097,TV Show,Bridgerton,Ava DuVernay,"Ana de Armas, Meryl Streep, Denzel Washington, Tom Hanks, Oscar Isaac",Thailand,Not Available,2014,NC-17,2 Seasons,"Stand-Up Comedy, Thrillers, Horror",A comedy that brilliantly captures the chaos and joy of modern family life.,,,,,2,3,Stand-Up Comedy,9,Moderate (6-10y),Adults
s5098,TV Show,Stranger Things,Martin Scorsese,"Oscar Isaac, Meryl Streep, Viola Davis, Denzel Washington",South Korea,"September 27, 2022",2022,TV-Y7,5 Seasons,"Comedy, Teen TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2022,9,Sep,,5,2,Comedy,1,Very Recent (0-2y),Kids
s5099,Movie,Silent Storm,Barry Jenkins,"Meryl Streep, Natalie Portman, Brad Pitt",Japan,"October 05, 2017",2017,TV-Y7,124 min,"Music & Musicals, Romantic Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2017,10,Oct,124,,2,Music & Musicals,6,Moderate (6-10y),Kids
s5100,TV Show,Never Have I Ever,Kathryn Bigelow,"Oscar Isaac, Viola Davis, Idris Elba, Ryan Gosling, Anthony Mackie",Germany,"October 01, 2021",2021,TV-MA,6 Seasons,"Stand-Up Comedy, Crime TV Shows, Comedy","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2021,10,Oct,,6,3,Stand-Up Comedy,2,Very Recent (0-2y),Adults
s5101,Movie,Shattered Mirror 4,Jordan Peele,"Leonardo DiCaprio, Tom Hanks, Natalie Portman, Lupita Nyong'o, Ana de Armas",Mexico,"February 19, 2020",2020,TV-14,163 min,"Thrillers, Sports Movies, Drama",A comedy that brilliantly captures the chaos and joy of modern family life.,2020,2,Feb,163,,3,Thrillers,3,Recent (3-5y),Teens
s5102,Movie,Starfall,Ava DuVernay,"Meryl Streep, Ryan Gosling, Anthony Mackie, Brad Pitt, Cate Blanchett",Indonesia,"April 02, 2022",2022,NR,80 min,Stand-Up Comedy,"Based on true events, this documentary exposes the hidden world behind the headlines.",2022,4,Apr,80,,1,Stand-Up Comedy,1,Very Recent (0-2y),Unrated
s5103,TV Show,Jupiter's Legacy,Sofia Coppola,"Natalie Portman, Viola Davis, Idris Elba, Denzel Washington, Brad Pitt",Unknown,"October 21, 2014",2014,PG,5 Seasons,"Anime Features, Action & Adventure, Documentaries","Set against the backdrop of history, a love story that transcends time and borders.",2014,10,Oct,,5,3,Anime Features,9,Moderate (6-10y),Family
s5104,TV Show,Control Z,Denis Villeneuve,"Natalie Portman, Ryan Gosling, Lupita Nyong'o",Germany,"February 24, 2018",2018,TV-Y7,2 Seasons,Independent Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2018,2,Feb,,2,1,Independent Movies,5,Recent (3-5y),Kids
s5105,Movie,Parallel Lives,Spike Lee,"Cate Blanchett, Denzel Washington, Oscar Isaac",Thailand,"July 05, 2018",2018,TV-G,173 min,"Independent Movies, Music & Musicals, Horror",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2018,7,Jul,173,,3,Independent Movies,5,Recent (3-5y),Family
s5106,Movie,The Redemption Arc,Guillermo del Toro,"Ana de Armas, Lupita Nyong'o, Ryan Gosling, Denzel Washington, Cate Blanchett",India,"August 15, 2009",2009,TV-Y7,130 min,Teen TV Shows,A comedy that brilliantly captures the chaos and joy of modern family life.,2009,8,Aug,130,,1,Teen TV Shows,14,Classic (11-20y),Kids
s5107,Movie,Paper Trail,David Fincher,"Natalie Portman, Meryl Streep, Ana de Armas",Nigeria,"March 27, 2005",2005,TV-Y,140 min,"British TV Shows, Korean TV Shows, Action & Adventure",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2005,3,Mar,140,,3,British TV Shows,18,Classic (11-20y),Kids
s5108,TV Show,Sweet Tooth,Steven Spielberg,"Zendaya, Ryan Gosling, Natalie Portman, Meryl Streep, Anthony Mackie",Turkey,"August 16, 2015",2015,TV-PG,8 Seasons,"Crime TV Shows, Children & Family Movies","Set against the backdrop of history, a love story that transcends time and borders.",2015,8,Aug,,8,2,Crime TV Shows,8,Moderate (6-10y),Family
s5109,Movie,Quantum Leap,Wes Anderson,"Idris Elba, Zendaya, Florence Pugh",United Kingdom,"December 06, 2015",2015,PG,71 min,"Horror, Children & Family Movies, Thrillers",A detective with a troubled past investigates a series of mysterious disappearances.,2015,12,Dec,71,,3,Horror,8,Moderate (6-10y),Family
s5110,Movie,Raw Power,Spike Lee,"Viola Davis, Leonardo DiCaprio, Florence Pugh",South Korea,"June 25, 2017",2017,TV-Y,88 min,"Teen TV Shows, Science & Nature TV, Crime TV Shows",Five strangers are brought together by fate in a city that never sleeps.,2017,6,Jun,88,,3,Teen TV Shows,6,Moderate (6-10y),Kids
s5111,TV Show,Stranger Things,Greta Gerwig,"Florence Pugh, Cate Blanchett",Philippines,"May 04, 2020",2020,UR,3 Seasons,"Korean TV Shows, Romantic Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2020,5,May,,3,2,Korean TV Shows,3,Recent (3-5y),Unrated
s5112,TV Show,Never Have I Ever,Denis Villeneuve,"Viola Davis, Idris Elba",France,"March 23, 2014",2014,UR,3 Seasons,"Action & Adventure, Thrillers","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2014,3,Mar,,3,2,Action & Adventure,9,Moderate (6-10y),Unrated
s5113,Movie,Steel Hearts,Unknown,"Anthony Mackie, Tom Hanks, Natalie Portman, Brad Pitt, Idris Elba",Indonesia,"September 10, 2015",2015,NC-17,99 min,"Children & Family Movies, Comedy, Action & Adventure","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2015,9,Sep,99,,3,Children & Family Movies,8,Moderate (6-10y),Adults
s5114,Movie,Fire & Ice,Kathryn Bigelow,"Idris Elba, Lupita Nyong'o, Anthony Mackie, Cate Blanchett",Italy,"February 28, 2019",2019,PG-13,174 min,"Documentaries, Children & Family Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2019,2,Feb,174,,2,Documentaries,4,Recent (3-5y),Teens
s5115,Movie,Golden Hour,Unknown,"Lupita Nyong'o, Natalie Portman, Ryan Gosling, Cate Blanchett",South Korea,"September 24, 2015",2015,TV-PG,104 min,International Movies,"Set against the backdrop of history, a love story that transcends time and borders.",2015,9,Sep,104,,1,International Movies,8,Moderate (6-10y),Family
s5116,TV Show,Money Heist,Spike Lee,"Denzel Washington, Meryl Streep",Norway,"July 19, 2013",2013,TV-Y,1 Season,Korean TV Shows,"Based on true events, this documentary exposes the hidden world behind the headlines.",2013,7,Jul,,1,1,Korean TV Shows,10,Moderate (6-10y),Kids
s5117,TV Show,Sweet Tooth,Barry Jenkins,"Oscar Isaac, Anthony Mackie, Viola Davis",Norway,"April 23, 2021",2021,NC-17,5 Seasons,"Anime Features, Drama","When secrets from the past resurface, a family must confront the truth before it destroys them.",2021,4,Apr,,5,2,Anime Features,2,Very Recent (0-2y),Adults
s5118,Movie,Fire & Ice 4,Martin Scorsese,"Ryan Gosling, Cate Blanchett, Denzel Washington, Brad Pitt",India,"April 13, 2011",2011,TV-14,169 min,Sports Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2011,4,Apr,169,,1,Sports Movies,12,Classic (11-20y),Teens
s5119,TV Show,Outer Banks,Unknown,"Viola Davis, Natalie Portman, Meryl Streep",Norway,Not Available,2022,PG-13,1 Season,"Science & Nature TV, Drama, International Movies",A detective with a troubled past investigates a series of mysterious disappearances.,,,,,1,3,Science & Nature TV,1,Very Recent (0-2y),Teens
s5120,Movie,Steel Hearts,Alfonso Cuarón,"Florence Pugh, Meryl Streep, Idris Elba, Oscar Isaac",Australia,"June 21, 2015",2015,NR,105 min,"Korean TV Shows, Romantic Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2015,6,Jun,105,,2,Korean TV Shows,8,Moderate (6-10y),Unrated
s5121,TV Show,Ozark,Christopher Nolan,"Anthony Mackie, Natalie Portman, Denzel Washington, Ryan Gosling, Leonardo DiCaprio",Mexico,"September 25, 2020",2020,NC-17,2 Seasons,"Horror, British TV Shows, Comedy","Based on true events, this documentary exposes the hidden world behind the headlines.",2020,9,Sep,,2,3,Horror,3,Recent (3-5y),Adults
s5122,Movie,Broken Wings 3,Sofia Coppola,"Zendaya, Cate Blanchett",Argentina,"April 17, 2020",2020,TV-Y,96 min,"Thrillers, Children & Family Movies",A detective with a troubled past investigates a series of mysterious disappearances.,2020,4,Apr,96,,2,Thrillers,3,Recent (3-5y),Kids
s5123,Movie,Dark Waters,Spike Lee,"Florence Pugh, Viola Davis, Anthony Mackie, Natalie Portman, Oscar Isaac",Germany,"April 02, 2013",2013,NC-17,105 min,"International Movies, Horror, Documentaries",A detective with a troubled past investigates a series of mysterious disappearances.,2013,4,Apr,105,,3,International Movies,10,Moderate (6-10y),Adults
s5124,Movie,Steel Hearts,Sofia Coppola,"Natalie Portman, Cate Blanchett, Denzel Washington, Leonardo DiCaprio",United States,"November 11, 2021",2021,NR,72 min,Thrillers,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2021,11,Nov,72,,1,Thrillers,2,Very Recent (0-2y),Unrated
s5125,Movie,Neon Dreams,Jordan Peele,"Denzel Washington, Tom Hanks, Zendaya, Meryl Streep",Germany,"December 08, 2018",2018,R,107 min,Stand-Up Comedy,A comedy that brilliantly captures the chaos and joy of modern family life.,2018,12,Dec,107,,1,Stand-Up Comedy,5,Recent (3-5y),Adults
s5126,TV Show,Dark,Spike Lee,"Brad Pitt, Lupita Nyong'o",Canada,"June 05, 2021",2021,G,2 Seasons,"Science & Nature TV, Horror, Reality TV","When secrets from the past resurface, a family must confront the truth before it destroys them.",2021,6,Jun,,2,3,Science & Nature TV,2,Very Recent (0-2y),Kids
s5127,Movie,City of Lights,Martin Scorsese,"Brad Pitt, Cate Blanchett, Ana de Armas",Sweden,"April 05, 2009",2009,TV-MA,139 min,Independent Movies,"Based on true events, this documentary exposes the hidden world behind the headlines.",2009,4,Apr,139,,1,Independent Movies,14,Classic (11-20y),Adults
s5128,Movie,Neon Dreams,Alfonso Cuarón,"Leonardo DiCaprio, Lupita Nyong'o, Ryan Gosling, Anthony Mackie",Denmark,"June 14, 2016",2016,NC-17,87 min,"Anime Features, Romantic Movies, Crime TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.,2016,6,Jun,87,,3,Anime Features,7,Moderate (6-10y),Adults
s5129,Movie,Broken Wings,Jordan Peele,"Oscar Isaac, Florence Pugh",Indonesia,"February 24, 2020",2020,PG-13,168 min,"Documentaries, Anime Features","Set against the backdrop of history, a love story that transcends time and borders.",2020,2,Feb,168,,2,Documentaries,3,Recent (3-5y),Teens
s5130,TV Show,Never Have I Ever,Martin Scorsese,"Florence Pugh, Idris Elba, Leonardo DiCaprio",France,"October 02, 2021",2021,PG,6 Seasons,"International Movies, Independent Movies, Children & Family Movies","Set against the backdrop of history, a love story that transcends time and borders.",2021,10,Oct,,6,3,International Movies,2,Very Recent (0-2y),Family
s5131,TV Show,Sweet Tooth,Denis Villeneuve,"Cate Blanchett, Florence Pugh, Ryan Gosling, Oscar Isaac",Spain,"November 21, 2016",2016,TV-Y,3 Seasons,Romantic Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2016,11,Nov,,3,1,Romantic Movies,7,Moderate (6-10y),Kids
s5132,Movie,The Final Frontier 2,David Fincher,"Lupita Nyong'o, Viola Davis, Zendaya, Cate Blanchett",Turkey,"April 02, 2015",2015,TV-G,148 min,Anime Features,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2015,4,Apr,148,,1,Anime Features,8,Moderate (6-10y),Family
s5133,Movie,Quantum Leap,Barry Jenkins,"Florence Pugh, Ana de Armas, Cate Blanchett",Brazil,"January 11, 2009",2009,TV-G,66 min,"Horror, Reality TV, Comedy","When secrets from the past resurface, a family must confront the truth before it destroys them.",2009,1,Jan,66,,3,Horror,14,Classic (11-20y),Family
s5134,Movie,The Redemption Arc,Ava DuVernay,"Ana de Armas, Lupita Nyong'o",Japan,"November 20, 2012",2012,TV-Y,171 min,"Independent Movies, Reality TV","Set against the backdrop of history, a love story that transcends time and borders.",2012,11,Nov,171,,2,Independent Movies,11,Classic (11-20y),Kids
s5135,Movie,The Last Dance 4,Unknown,"Oscar Isaac, Denzel Washington",Unknown,Not Available,2019,TV-G,117 min,Reality TV,A detective with a troubled past investigates a series of mysterious disappearances.,,,,117,,1,Reality TV,4,Recent (3-5y),Family
s5136,TV Show,Dark,Taika Waititi,"Brad Pitt, Lupita Nyong'o, Idris Elba, Denzel Washington",United Kingdom,"August 04, 2013",2013,PG,4 Seasons,Thrillers,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2013,8,Aug,,4,1,Thrillers,10,Moderate (6-10y),Family
s5137,Movie,A Beautiful Mind,David Fincher,"Denzel Washington, Lupita Nyong'o, Anthony Mackie, Meryl Streep, Ana de Armas",Denmark,"September 11, 2005",2005,PG,116 min,"Science & Nature TV, Anime Features","Set against the backdrop of history, a love story that transcends time and borders.",2005,9,Sep,116,,2,Science & Nature TV,18,Classic (11-20y),Family
s5138,Movie,Quantum Leap,Sofia Coppola,"Denzel Washington, Tom Hanks, Leonardo DiCaprio, Ana de Armas, Florence Pugh",Sweden,"May 25, 2016",2016,TV-Y,152 min,"Documentaries, Crime TV Shows, Horror",A comedy that brilliantly captures the chaos and joy of modern family life.,2016,5,May,152,,3,Documentaries,7,Moderate (6-10y),Kids
s5139,Movie,Broken Wings,Unknown,"Florence Pugh, Anthony Mackie, Zendaya",Nigeria,"May 04, 2018",2018,G,151 min,Horror,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2018,5,May,151,,1,Horror,5,Recent (3-5y),Kids
s5140,Movie,Desert Rain,Park Chan-wook,"Idris Elba, Oscar Isaac, Zendaya, Brad Pitt",France,"February 09, 2015",2015,TV-Y7,84 min,"Sports Movies, Science & Nature TV, Music & Musicals",A detective with a troubled past investigates a series of mysterious disappearances.,2015,2,Feb,84,,3,Sports Movies,8,Moderate (6-10y),Kids
s5141,Movie,Ocean's Edge,Greta Gerwig,"Ana de Armas, Meryl Streep, Idris Elba",Unknown,"December 24, 2017",2017,PG,141 min,"Children & Family Movies, Romantic Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2017,12,Dec,141,,2,Children & Family Movies,6,Moderate (6-10y),Family
s5142,TV Show,Warrior Nun,Christopher Nolan,"Anthony Mackie, Ana de Armas, Lupita Nyong'o",Unknown,"October 02, 2021",2021,TV-14,6 Seasons,"Science & Nature TV, Children & Family Movies, Stand-Up Comedy",Five strangers are brought together by fate in a city that never sleeps.,2021,10,Oct,,6,3,Science & Nature TV,2,Very Recent (0-2y),Teens
s5143,Movie,Midnight in Paris 3,Greta Gerwig,"Oscar Isaac, Natalie Portman, Leonardo DiCaprio, Florence Pugh",Sweden,Not Available,2015,NR,165 min,"Science & Nature TV, Anime Features, Sports Movies",A detective with a troubled past investigates a series of mysterious disappearances.,,,,165,,3,Science & Nature TV,8,Moderate (6-10y),Unrated
s5144,Movie,Frozen in Time,Martin Scorsese,"Oscar Isaac, Brad Pitt, Florence Pugh, Viola Davis, Ana de Armas",Argentina,"November 08, 2018",2018,TV-MA,165 min,"Crime TV Shows, Thrillers","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2018,11,Nov,165,,2,Crime TV Shows,5,Recent (3-5y),Adults
s5145,Movie,The Iron Curtain,Ava DuVernay,"Ana de Armas, Brad Pitt, Meryl Streep",Australia,"January 09, 2016",2016,TV-G,73 min,"Documentaries, Children & Family Movies","Set against the backdrop of history, a love story that transcends time and borders.",2016,1,Jan,73,,2,Documentaries,7,Moderate (6-10y),Family
s5146,Movie,Velvet Underground,Unknown,"Florence Pugh, Ana de Armas, Natalie Portman, Tom Hanks, Denzel Washington",India,"February 14, 2018",2018,UR,171 min,"Action & Adventure, International Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2018,2,Feb,171,,2,Action & Adventure,5,Recent (3-5y),Unrated
s5147,Movie,Midnight in Paris,Spike Lee,"Idris Elba, Tom Hanks, Anthony Mackie",United States,"July 13, 2018",2018,PG-13,103 min,"Sports Movies, Action & Adventure, Teen TV Shows",A comedy that brilliantly captures the chaos and joy of modern family life.,2018,7,Jul,103,,3,Sports Movies,5,Recent (3-5y),Teens
s5148,Movie,Shadow Protocol,Martin Scorsese,"Ana de Armas, Oscar Isaac, Ryan Gosling, Zendaya, Viola Davis",Mexico,"July 14, 2011",2011,G,78 min,"Science & Nature TV, Korean TV Shows, Music & Musicals",A comedy that brilliantly captures the chaos and joy of modern family life.,2011,7,Jul,78,,3,Science & Nature TV,12,Classic (11-20y),Kids
s5149,Movie,Steel Hearts,Unknown,"Viola Davis, Oscar Isaac",United Kingdom,"February 06, 2019",2019,TV-MA,119 min,Horror,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2019,2,Feb,119,,1,Horror,4,Recent (3-5y),Adults
s5150,TV Show,Lupin,Park Chan-wook,"Tom Hanks, Ryan Gosling, Idris Elba",Mexico,"January 27, 2016",2016,TV-PG,5 Seasons,"Korean TV Shows, Comedy, Horror",A detective with a troubled past investigates a series of mysterious disappearances.,2016,1,Jan,,5,3,Korean TV Shows,7,Moderate (6-10y),Family
s5151,TV Show,Peaky Blinders,Park Chan-wook,"Viola Davis, Ryan Gosling, Zendaya, Brad Pitt",Mexico,"February 07, 2022",2022,TV-PG,4 Seasons,"Reality TV, Crime TV Shows, Independent Movies","When secrets from the past resurface, a family must confront the truth before it destroys them.",2022,2,Feb,,4,3,Reality TV,1,Very Recent (0-2y),Family
s5152,Movie,Quantum Leap,Unknown,"Viola Davis, Natalie Portman, Cate Blanchett",Norway,"December 18, 2019",2019,NR,143 min,"Crime TV Shows, British TV Shows, Documentaries","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2019,12,Dec,143,,3,Crime TV Shows,4,Recent (3-5y),Unrated
s5153,Movie,Starfall,Guillermo del Toro,"Idris Elba, Viola Davis, Zendaya, Florence Pugh, Natalie Portman",Thailand,Not Available,2021,TV-Y7,167 min,Comedy,"Set against the backdrop of history, a love story that transcends time and borders.",,,,167,,1,Comedy,2,Very Recent (0-2y),Kids
s5154,Movie,Silent Storm,Kathryn Bigelow,"Florence Pugh, Anthony Mackie, Tom Hanks, Lupita Nyong'o",Turkey,"October 12, 2018",2018,TV-PG,90 min,"Sports Movies, Comedy, Science & Nature TV",A detective with a troubled past investigates a series of mysterious disappearances.,2018,10,Oct,90,,3,Sports Movies,5,Recent (3-5y),Family
